locatie,detalii,pret
"Botosani, BT, Nord-Est",2 camere  •  47 m²  •  etajul 3  •  1990  •  decomandat,49.500 eur
"Chiajna, IF, Central",3 camere  •  69 m²  •  etajul 5/7  •  2016  •  semidecomandat,76.000 eur
"Brasov, BV, Astra",2 camere  •  50 m²  •  etajul 5  •  1980  •  circular,85.000 eur
"Brasov, BV, Bartolomeu",3 camere  •  53 m²  •  etajul 4  •  1980  •  decomandat,76.000 eur
"Resita, CS, Micro IV",2 camere  •  64 m²  •  etajul 4/4  •  1980  •  decomandat,45.000 eur
"Cluj-Napoca, CJ, Semicentral",2 camere  •  46 m²  •  etajul 1/4  •  2021  •  semidecomandat,124.900 eur
"Bucuresti, IF, Bucur Obor",3 camere  •  68 m²  •  etajul 7  •  1977  •  decomandat,90.000 eur
"Ploiesti, PH, Central",3 camere  •  74 m²  •  etajul 7/9  •  2021  •  decomandat,71.900 eur
"Timisoara, TM, Mircea cel Batran",2 camere  •  65 m²  •  etajul 4/4  •  1989  •  semidecomandat,77.000 eur
"Constanta, CT, Mamaia Nord",2 camere  •  51 m²  •  etajul 1/5  •  2021  •  decomandat,98.500 eur
"Oradea, BH, Nufarul",3 camere  •  76 m²  •  etajul 9  •  1980  •  decomandat,85.000 eur
"Brasov, BV, Bartolomeu",3 camere  •  72 m²  •  etajul 3  •  1979  •  decomandat,70.500 eur
"Bucuresti, IF, Brancoveanu",3 camere  •  66 m²  •  etajul 2  •  1975  •  decomandat,72.999 eur
"Craiova, DJ, Rovine",2 camere  •  54 m²  •  etajul 4  •  1985  •  decomandat,82.000 eur
"Cluj-Napoca, CJ, Manastur",3 camere  •  63 m²  •  etajul 6/8  •  1990  •  decomandat,129.500 eur
"Brasov, BV, Astra",2 camere  •  53 m²  •  etajul 3  •  2021  •  decomandat,110.000 eur
"Bucuresti, IF, Metalurgiei",3 camere  •  77 m²  •  etajul 1/4  •  2012  •  decomandat,110.000 eur
"Bucuresti, IF, Dristor",3 camere  •  64 m²  •  etajul 1/8  •  1986  •  decomandat,128.000 eur
"Iasi, IS, Alexandru cel Bun",2 camere  •  43 m²  •  etajul 7/8  •  2014  •  semidecomandat,77.000 eur
"Bucuresti, IF, Barbu Vacarescu",2 camere  •  53 m²  •  etajul 7/7  •  2010  •  nedecomandat,150.000 eur
"Cluj-Napoca, CJ, Marasti",2 camere  •  49 m²  •  etajul 3/3  •  1983  •  decomandat,139.000 eur
"Bucuresti, IF, Metalurgiei",3 camere  •  80 m²  •  etajul 3  •  2019  •  semidecomandat,122.000 eur
"Bragadiru, IF, Haliu",2 camere  •  56 m²  •  etajul 1/5  •  2019  •  decomandat,42.000 eur
"Constanta, CT, Tomis Nord",2 camere  •  48 m²  •  etajul 5/10  •  1978  •  decomandat,70.000 eur
"Timisoara, TM, Buziasului",3 camere  •  75 m²  •  etajul 1/3  •  2017  •  semidecomandat,123.500 eur
"Pitesti, AG, Exercitiu",3 camere  •  65 m²  •  etajul 6  •  1977  •  decomandat,78.000 eur
"Chiajna, IF, Nord-Vest",3 camere  •  65 m²  •  etajul 4  •  2020  •  decomandat,70.412 eur
"Dobroesti, IF, Central",2 camere  •  60 m²  •  etajul 1/3  •  2021  •  decomandat,60.000 eur
"Floresti, CJ, Central",2 camere  •  52 m²  •  etajul 2/5  •  2021  •  semidecomandat,72.900 eur
"Sibiu, SB, Central",3 camere  •  90 m²  •  etajul 4/4  •  2010  •  nedecomandat,102.000 eur
"Bucuresti, IF, Lacul Tei",3 camere  •  72 m²  •  etajul 4/8  •  1987  •  semidecomandat,89.900 eur
"Craiova, DJ, Valea Rosie",3 camere  •  47 m²  •  etajul 3/12+  •  1977  •  decomandat,70.000 eur
"Bucuresti, IF, Progresul",3 camere  •  73 m²  •  etajul 1/4  •  2021  •  decomandat,80.300 eur
"Bucuresti, IF, Tineretului",2 camere  •  56 m²  •  etajul 2/10  •  1982  •  decomandat,110.000 eur
"Constanta, CT, Elvila",2 camere  •  134 m²  •  etajul 5/5  •  2015  •  decomandat,129.000 eur
"Bucuresti, IF, Dristor",3 camere  •  75 m²  •  etajul 4/9  •  1986  •  decomandat,120.000 eur
"Bucuresti, IF, Aparatorii Patriei",4 camere  •  87 m²  •  etajul 4/4  •  1971  •  decomandat,100.000 eur
"Bucuresti, IF, Brancoveanu",3 camere  •  64 m²  •  etajul 7/8  •  1986  •  semidecomandat,119.000 eur
"Bragadiru, IF, Vest",2 camere  •  69 m²  •  etajul 3/4  •  2021  •  decomandat,69.000 eur
"Iasi, IS, Tatarasi",2 camere  •  58 m²  •  etajul 4  •  1986  •  decomandat,65.000 eur
"Braila, BR, Viziru 2",3 camere  •  48 m²  •  etajul 5/10  •  1970  •  semidecomandat,36.000 eur
"Bistrita, BN, Central",2 camere  •  48 m²  •  etajul 1  •  1990  •  semidecomandat,38.000 eur
"Bucuresti, IF, Central",2 camere  •  58 m²  •  etajul 5/7  •  1975  •  decomandat,125.000 eur
"Tulcea, TL, Neptun",4 camere  •  75 m²  •  etajul 3  •  1980  •  decomandat,55.000 eur
"Bucuresti, IF, Drumul Taberei",2 camere  •  45 m²  •  etajul 9/10  •  1972  •  decomandat,63.000 eur
"Bucuresti, IF, Militari",2 camere  •  50 m²  •  etajul 8/8  •  2020  •  decomandat,66.000 eur
"Chiajna, IF, Central",2 camere  •  56 m²  •  etajul 5/8  •  2020  •  decomandat,58.800 eur
"Oradea, BH, Central",3 camere  •  62 m²  •  etajul 4/4  •  1990  •  decomandat,73.500 eur
"Floresti, CJ, Central",3 camere  •  58 m²  •  etajul 2/4  •  2020  •  semidecomandat,101.900 eur
"Iasi, IS, Podu Ros",3 camere  •  60 m²  •  etajul 4/4  •  1990  •  nedecomandat,62.000 eur
"Cluj-Napoca, CJ, Gheorgheni",2 camere  •  29 m²  •  etajul 2/4  •  1989  •  semidecomandat,65.000 eur
"Piatra Neamt, NT, Maratei",4 camere  •  81 m²  •  etajul 5/10  •  1990  •  decomandat,76.000 eur
"Constanta, CT, Abator",2 camere  •  51 m²  •  etajul 4/4  •  1980  •  semidecomandat,59.900 eur
"Bucuresti, IF, Berceni",3 camere  •  83 m²  •  etajul 7/7  •  2021  •  decomandat,99.000 eur
"Bucuresti, IF, Rahova",3 camere  •  65 m²  •  etajul 7/10  •  1971  •  semidecomandat,68.990 eur
"Bucuresti, IF, Dristor",4 camere  •  84 m²  •  etajul 3  •  1984  •  decomandat,134.999 eur
"Constanta, CT, Mamaia Nord",3 camere  •  53 m²  •  etajul 1/3  •  2016  •  decomandat,94.000 eur
"Ploiesti, PH, Ultracentral",2 camere  •  61 m²  •  etajul 8/8  •  1995  •  decomandat,60.500 eur
"Brasov, BV, Bartolomeu",2 camere  •  64 m²  •  etajul 2/3  •  2020  •  decomandat,84.000 eur
"Ploiesti, PH, 9 Mai",4 camere  •  80 m²  •  etajul 3/4  •  1983  •  decomandat,75.000 eur
"Giroc, TM, Central",2 camere  •  45 m²  •  etajul 2/3  •  2015  •  semidecomandat,68.000 eur
"Brasov, BV, Centrul Civic",2 camere  •  50 m²  •  etajul 1  •  1980  •  semidecomandat,75.000 eur
"Navodari, CT, Sud",3 camere  •  90 m²  •  etajul 1  •  2021  •  decomandat,82.000 eur
"Bucuresti, IF, Drumul Taberei",2 camere  •  65 m²  •  etajul 6/6  •  2021  •  decomandat,80.952 eur
"Iasi, IS, Alexandru cel Bun",2 camere  •  42 m²  •  etajul 2  •  1978  •  semidecomandat,40.000 eur
"Focsani, VN, Sud",2 camere  •  41 m²  •  etajul 4  •  1978  •  semidecomandat,34.000 eur
"Iasi, IS, Bucium",2 camere  •  68 m²  •  etajul 2  •  2021  •  decomandat,56.700 eur
"Ploiesti, PH, Marasesti",2 camere  •  66 m²  •  etajul 3  •  1993  •  decomandat,67.000 eur
"Bucuresti, IF, Obor",3 camere  •  70 m²  •  etajul 4/10  •  1978  •  decomandat,86.000 eur
"Bucuresti, IF, Berceni",4 camere  •  87 m²  •  etajul 6/10  •  1984  •  semidecomandat,116.000 eur
"Sibiu, SB, Hipodrom 4",2 camere  •  46 m²  •  etajul 6/10  •  1980  •  decomandat,65.000 eur
"Galati, GL, Micro 19",2 camere  •  54 m²  •  etajul 2  •  1978  •  semidecomandat,70.000 eur
"Brasov, BV, Astra",3 camere  •  64 m²  •  etajul 3  •  1980  •  circular,80.000 eur
"Constanta, CT, Mamaia Nord",2 camere  •  56 m²  •  etajul 3/8  •  2017  •  decomandat,87.500 eur
"Cluj-Napoca, CJ, Central",2 camere  •  53 m²  •  etajul 1/1  •  1970  •  semidecomandat,140.000 eur
"Bucuresti, IF, Vacaresti",2 camere  •  56 m²  •  etajul 6/6  •  2021  •  decomandat,74.500 eur
"Bucuresti, IF, Drumul Taberei",3 camere  •  61 m²  •  etajul 4/4  •  1971  •  semidecomandat,77.900 eur
"Bucuresti, IF, Decebal",3 camere  •  66 m²  •  etajul 6/8  •  2010  •  semidecomandat,155.000 eur
"Bucuresti, IF, Pipera",2 camere  •  50 m²  •  etajul 6/11  •  2020  •  semidecomandat,130.000 eur
"Bucuresti, IF, Herastrau",2 camere  •  54 m²  •  etajul 1/4  •  2021  •  semidecomandat,191.000 eur
"Bucuresti, IF, Nicolae Grigorescu",3 camere  •  76 m²  •  etajul 8  •  1984  •  semidecomandat,83.000 eur
"Deva, HD, Ultracentral",2 camere  •  54 m²  •  etajul 2  •  1980  •  decomandat,61.300 eur
"Brasov, BV, Gemenii",2 camere  •  51 m²  •  etajul 1  •  1979  •  semidecomandat,69.500 eur
"Bucuresti, IF, Lujerului",1 cameră  •  33 m²  •  etajul 8/8  •  1982  •  decomandat,56.500 eur
"Piatra Neamt, NT, Maratei",2 camere  •  42 m²  •  etajul 1/4  •  1973  •  semidecomandat,46.500 eur
"Oradea, BH, Central",2 camere  •  52 m²  •  etajul 1/5  •  2021  •  semidecomandat,77.500 eur
"Floresti, CJ, Ultracentral",3 camere  •  55 m²  •  etajul 1/3  •  2018  •  decomandat,67.000 eur
"Arad, AR, Polivalenta",4 camere  •  91 m²  •  etajul 1  •  1980  •  semidecomandat,108.500 eur
"Braila, BR, Independentei",2 camere  •  54 m²  •  etajul 4  •  1980  •  decomandat,50.000 eur
"Lugoj, TM, Central",3 camere  •  55 m²  •  etajul 3/12+  •  1980  •  semidecomandat,59.000 eur
"Iasi, IS, Nicolina",2 camere  •  52 m²  •  etajul 1/4  •  1983  •  decomandat,80.000 eur
"Arad, AR, Aurel Vlaicu",3 camere  •  62 m²  •  etajul 2/2  •  2020  •  decomandat,99.500 eur
"Bucuresti, IF, Pipera",3 camere  •  106 m²  •  etajul 6/12+  •  2010  •  decomandat,211.000 eur
"Floresti, CJ, Central",3 camere  •  61 m²  •  etajul 4/12  •  2021  •  semidecomandat,139.000 eur
"Bucuresti, IF, Militari",2 camere  •  72 m²  •  etajul 1  •  2013  •  decomandat,69.900 eur
"Bucuresti, IF, Aviatiei",2 camere  •  52 m²  •  etajul 1/6  •  2012  •  decomandat,144.500 eur
"Iasi, IS, Canta",2 camere  •  51 m²  •  etajul 1  •  2021  •  decomandat,53.000 eur
"Bragadiru, IF, Haliu",2 camere  •  50 m²  •  etajul 2/3  •  2019  •  decomandat,38.000 eur
"Tulcea, TL, Central",2 camere  •  54 m²  •  etajul 2/4  •  1980  •  semidecomandat,62.000 eur
"Constanta, CT, Tomis I",3 camere  •  60 m²  •  etajul 1/4  •  1978  •  semidecomandat,97.000 eur
"Brasov, BV, Tractorul",2 camere  •  44 m²  •  etajul 3  •  2021  •  decomandat,93.500 eur
"Galati, GL, Micro 17",3 camere  •  85 m²  •  etajul 1/2  •  2010  •  decomandat,115.000 eur
"Bucuresti, IF, Pacii",2 camere  •  49 m²  •  etajul 2/4  •  2013  •  decomandat,76.000 eur
"Ploiesti, PH, Malu Rosu",3 camere  •  89 m²  •  etajul 7/10  •  1976  •  decomandat,70.000 eur
"Arad, AR, Ultracentral",2 camere  •  47 m²  •  etajul 6  •  2017  •  semidecomandat,93.554 eur
"Galati, GL, Central",4 camere  •  75 m²  •  etajul 9/10  •  1970  •  decomandat,68.000 eur
"Bucuresti, IF, 13 Septembrie",2 camere  •  61 m²  •  etajul 8/8  •  1980  •  decomandat,80.000 eur
"Drobeta Turnu Severin, MH, Kiseleff",1 cameră  •  34 m²  •  etajul 1/4  •  2021  •  decomandat,43.000 eur
"Iasi, IS, Dacia",3 camere  •  70 m²  •  etajul 3  •  1983  •  decomandat,82.000 eur
"Iasi, IS, Nicolina",3 camere  •  80 m²  •  etajul 6  •  1985  •  decomandat,92.000 eur
"Galati, GL, Central",2 camere  •  48 m²  •  etajul 1/4  •  1977  •  semidecomandat,69.000 eur
"Bucuresti, IF, Unirii",2 camere  •  67 m²  •  etajul 2/4  •  2021  •  decomandat,155.000 eur
"Bucuresti, IF, Tei",3 camere  •  120 m²  •  etajul 8/10  •  2006  •  decomandat,360.000 eur
"Bucuresti, IF, Alexandru Obregia",3 camere  •  62 m²  •  etajul 1/10  •  1975  •  semidecomandat,89.000 eur
"Tulcea, TL, Babadag",3 camere  •  80 m²  •  etajul 3  •  1980  •  decomandat,96.000 eur
"Timisoara, TM, Steaua",3 camere  •  64 m²  •  etajul 1/4  •  1990  •  decomandat,89.000 eur
"Brasov, BV, Gemenii",2 camere  •  57 m²  •  etajul 9  •  1980  •  semidecomandat,72.500 eur
"Cluj-Napoca, CJ, Marasti",2 camere  •  42 m²  •  etajul 4/6  •  2019  •  semidecomandat,115.000 eur
"Valcea, AB, Central",2 camere  •  50 m²  •  etajul 4  •  1980  •  decomandat,36.500 eur
"Iasi, IS, Cug",3 camere  •  59 m²  •  etajul 2/12  •  2021  •  decomandat,65.000 eur
"Timisoara, TM, Soarelui",2 camere  •  52 m²  •  etajul 4/4  •  1985  •  decomandat,67.000 eur
"Bucuresti, IF, Drumul Taberei",2 camere  •  78 m²  •  etajul 4/4  •  2009  •  semidecomandat,124.990 eur
"Brasov, BV, Garii",2 camere  •  65 m²  •  etajul 7  •  1980  •  decomandat,124.500 eur
"Bucuresti, IF, Lujerului",3 camere  •  65 m²  •  etajul 7/10  •  1977  •  decomandat,99.000 eur
"Timisoara, TM, Aradului",2 camere  •  53 m²  •  etajul 4/4  •  1982  •  semidecomandat,67.500 eur
"Bucuresti, IF, Central",3 camere  •  65 m²  •  etajul 2/10  •  1984  •  decomandat,134.900 eur
"Targu Mures, MS, Central",2 camere  •  50 m²  •  etajul 2/10  •  1980  •  decomandat,79.000 eur
"Miercurea Ciuc, HR, Ultracentral",2 camere  •  53 m²  •  etajul 4  •  1981  •  decomandat,72.900 eur
"Bucuresti, IF, Dristor",2 camere  •  68 m²  •  etajul 6  •  1982  •  decomandat,113.000 eur
"Sibiu, SB, Orasul de Jos",3 camere  •  62 m²  •  etajul 1/1  •  1977  •  semidecomandat,85.000 eur
"Bacau, BC, Milcov",3 camere  •  50 m²  •  etajul 1  •  1976  •  semidecomandat,45.500 eur
"Galati, GL, Micro 20",2 camere  •  58 m²  •  etajul 1  •  1990  •  decomandat,61.000 eur
"Constanta, CT, Faleza Nord",2 camere  •  66 m²  •  etajul 8/8  •  1992  •  decomandat,142.000 eur
"Focsani, VN, Central",3 camere  •  70 m²  •  etajul 4/4  •  1985  •  decomandat,58.000 eur
"Constanta, CT, Poarta 6",2 camere  •  48 m²  •  etajul 3/4  •  1984  •  decomandat,61.500 eur
"Chiajna, IF, Central",3 camere  •  65 m²  •  etajul 4/8  •  2020  •  decomandat,70.412 eur
"Bucuresti, IF, Herastrau",3 camere  •  200 m²  •  etajul 2/6  •  2009  •  decomandat,1.890.000 eur
"Constanta, CT, Mamaia Nord",3 camere  •  85 m²  •  etajul 5/5  •  2021  •  decomandat,180.000 eur
"Bucuresti, IF, Parcul Carol",3 camere  •  86 m²  •  etajul 4/5  •  2014  •  decomandat,265.999 eur
"Cluj-Napoca, CJ, Manastur",3 camere  •  66 m²  •  etajul 3/10  •  1980  •  decomandat,120.000 eur
"Roman, NT, Est",2 camere  •  40 m²  •  etajul 3  •  1980  •  semidecomandat,29.950 eur
"Bragadiru, IF, Haliu",3 camere  •  75 m²  •  etajul 1  •  2017  •  decomandat,75.500 eur
"Galati, GL, Mazepa 2",2 camere  •  54 m²  •  etajul 7/10  •  1982  •  decomandat,62.000 eur
"Bucuresti, IF, Unirii",3 camere  •  80 m²  •  etajul 7  •  1996  •  decomandat,140.000 eur
"Brasov, BV, Astra",2 camere  •  50 m²  •  etajul 4  •  1980  •  semidecomandat,67.000 eur
"Bucuresti, IF, Berceni",2 camere  •  69 m²  •  etajul 3/5  •  2021  •  decomandat,97.500 eur
"Baia Mare, MM, Decebal",3 camere  •  68 m²  •  etajul 4  •  1980  •  decomandat,65.000 eur
"Bucuresti, IF, Drumul Taberei",2 camere  •  55 m²  •  etajul 4/10  •  1980  •  semidecomandat,69.000 eur
"Bucuresti, IF, Theodor Pallady",2 camere  •  67 m²  •  etajul 5/8  •  2021  •  decomandat,8.500 eur
"Deva, HD, Dorobanti",3 camere  •  74 m²  •  etajul 1  •  1993  •  decomandat,89.000 eur
"Ploiesti, PH, 9 Mai",3 camere  •  81 m²  •  etajul 1/6  •  2018  •  semidecomandat,92.000 eur
"Ploiesti, PH, 9 Mai",2 camere  •  64 m²  •  etajul 6/7  •  1991  •  semidecomandat,57.300 eur
"Chiajna, IF, Central",2 camere  •  46 m²  •  etajul 2/8  •  2020  •  decomandat,48.825 eur
